year,time,zone,location,existingresource,nameplateMWh,solarMWh,windMWh,batteriesMWh,natgasMWh, 
2021,1,WCO,san_isabel,solar,30,0,40.5,,,
2021,2,WCO,san_isabel,solar,30,0,40.5,,,
2021,3,WCO,san_isabel,solar,30,0,40.5,,,
2021,4,WCO,san_isabel,solar,30,0,40.5,,,
2021,5,WCO,san_isabel,solar,30,0,40.5,,,
2021,6,WCO,san_isabel,solar,30,0,40.5,,,
2021,7,WCO,san_isabel,solar,30,0,49.5,,,
2021,8,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,9,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,10,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,11,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,12,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,13,WCO,san_isabel,solar,30,14.301,63,,,
2021,14,WCO,san_isabel,solar,30,15.75,63,,,
2021,15,WCO,san_isabel,solar,30,14.175,63,,,
2021,16,WCO,san_isabel,solar,30,12.6,63,,,
2021,17,WCO,san_isabel,solar,30,9.45,63,,,
2021,18,WCO,san_isabel,solar,30,9.45,63,,,
2021,19,WCO,san_isabel,solar,30,7.875,27,,,
2021,20,WCO,san_isabel,solar,30,7.875,27,,,
2021,21,WCO,san_isabel,solar,30,0,27,,,
2021,22,WCO,san_isabel,solar,30,0,27,,,
2021,23,WCO,san_isabel,solar,30,0,27,,,
2021,24,WCO,san_isabel,solar,30,0,27,,,
2021,25,WCO,san_isabel,solar,30,0,40.5,,,
2021,26,WCO,san_isabel,solar,30,0,40.5,,,
2021,27,WCO,san_isabel,solar,30,0,40.5,,,
2021,28,WCO,san_isabel,solar,30,0,40.5,,,
2021,29,WCO,san_isabel,solar,30,0,40.5,,,
2021,30,WCO,san_isabel,solar,30,0,40.5,,,
2021,31,WCO,san_isabel,solar,30,0,49.5,,,
2021,32,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,33,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,34,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,35,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,36,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,37,WCO,san_isabel,solar,30,14.301,63,,,
2021,38,WCO,san_isabel,solar,30,15.75,63,,,
2021,39,WCO,san_isabel,solar,30,14.175,63,,,
2021,40,WCO,san_isabel,solar,30,12.6,63,,,
2021,41,WCO,san_isabel,solar,30,9.45,63,,,
2021,42,WCO,san_isabel,solar,30,9.45,63,,,
2021,43,WCO,san_isabel,solar,30,7.875,27,,,
2021,44,WCO,san_isabel,solar,30,7.875,27,,,
2021,45,WCO,san_isabel,solar,30,0,27,,,
2021,46,WCO,san_isabel,solar,30,0,27,,,
2021,47,WCO,san_isabel,solar,30,0,27,,,
2021,48,WCO,san_isabel,solar,30,0,27,,,
2021,49,WCO,san_isabel,solar,30,0,40.5,,,
2021,50,WCO,san_isabel,solar,30,0,40.5,,,
2021,51,WCO,san_isabel,solar,30,0,40.5,,,
2021,52,WCO,san_isabel,solar,30,0,40.5,,,
2021,53,WCO,san_isabel,solar,30,0,40.5,,,
2021,54,WCO,san_isabel,solar,30,0,40.5,,,
2021,55,WCO,san_isabel,solar,30,0,49.5,,,
2021,56,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,57,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,58,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,59,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,60,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,61,WCO,san_isabel,solar,30,14.301,63,,,
2021,62,WCO,san_isabel,solar,30,15.75,63,,,
2021,63,WCO,san_isabel,solar,30,14.175,63,,,
2021,64,WCO,san_isabel,solar,30,12.6,63,,,
2021,65,WCO,san_isabel,solar,30,9.45,63,,,
2021,66,WCO,san_isabel,solar,30,9.45,63,,,
2021,67,WCO,san_isabel,solar,30,7.875,27,,,
2021,68,WCO,san_isabel,solar,30,7.875,27,,,
2021,69,WCO,san_isabel,solar,30,0,27,,,
2021,70,WCO,san_isabel,solar,30,0,27,,,
2021,71,WCO,san_isabel,solar,30,0,27,,,
2021,72,WCO,san_isabel,solar,30,0,27,,,
2021,73,WCO,san_isabel,solar,30,0,40.5,,,
2021,74,WCO,san_isabel,solar,30,0,40.5,,,
2021,75,WCO,san_isabel,solar,30,0,40.5,,,
2021,76,WCO,san_isabel,solar,30,0,40.5,,,
2021,77,WCO,san_isabel,solar,30,0,40.5,,,
2021,78,WCO,san_isabel,solar,30,0,40.5,,,
2021,79,WCO,san_isabel,solar,30,0,49.5,,,
2021,80,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,81,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,82,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,83,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,84,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,85,WCO,san_isabel,solar,30,14.301,63,,,
2021,86,WCO,san_isabel,solar,30,15.75,63,,,
2021,87,WCO,san_isabel,solar,30,14.175,63,,,
2021,88,WCO,san_isabel,solar,30,12.6,63,,,
2021,89,WCO,san_isabel,solar,30,9.45,63,,,
2021,90,WCO,san_isabel,solar,30,9.45,63,,,
2021,91,WCO,san_isabel,solar,30,7.875,27,,,
2021,92,WCO,san_isabel,solar,30,7.875,27,,,
2021,93,WCO,san_isabel,solar,30,0,27,,,
2021,94,WCO,san_isabel,solar,30,0,27,,,
2021,95,WCO,san_isabel,solar,30,0,27,,,
2021,96,WCO,san_isabel,solar,30,0,27,,,
2021,97,WCO,san_isabel,solar,30,0,40.5,,,
2021,98,WCO,san_isabel,solar,30,0,40.5,,,
2021,99,WCO,san_isabel,solar,30,0,40.5,,,
2021,100,WCO,san_isabel,solar,30,0,40.5,,,
2021,101,WCO,san_isabel,solar,30,0,40.5,,,
2021,102,WCO,san_isabel,solar,30,0,40.5,,,
2021,103,WCO,san_isabel,solar,30,0,49.5,,,
2021,104,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,105,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,106,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,107,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,108,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,109,WCO,san_isabel,solar,30,14.301,63,,,
2021,110,WCO,san_isabel,solar,30,15.75,63,,,
2021,111,WCO,san_isabel,solar,30,14.175,63,,,
2021,112,WCO,san_isabel,solar,30,12.6,63,,,
2021,113,WCO,san_isabel,solar,30,9.45,63,,,
2021,114,WCO,san_isabel,solar,30,9.45,63,,,
2021,115,WCO,san_isabel,solar,30,7.875,27,,,
2021,116,WCO,san_isabel,solar,30,7.875,27,,,
2021,117,WCO,san_isabel,solar,30,0,27,,,
2021,118,WCO,san_isabel,solar,30,0,27,,,
2021,119,WCO,san_isabel,solar,30,0,27,,,
2021,120,WCO,san_isabel,solar,30,0,27,,,
2021,121,WCO,san_isabel,solar,30,0,40.5,,,
2021,122,WCO,san_isabel,solar,30,0,40.5,,,
2021,123,WCO,san_isabel,solar,30,0,40.5,,,
2021,124,WCO,san_isabel,solar,30,0,40.5,,,
2021,125,WCO,san_isabel,solar,30,0,40.5,,,
2021,126,WCO,san_isabel,solar,30,0,40.5,,,
2021,127,WCO,san_isabel,solar,30,0,49.5,,,
2021,128,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,129,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,130,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,131,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,132,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,133,WCO,san_isabel,solar,30,14.301,63,,,
2021,134,WCO,san_isabel,solar,30,15.75,63,,,
2021,135,WCO,san_isabel,solar,30,14.175,63,,,
2021,136,WCO,san_isabel,solar,30,12.6,63,,,
2021,137,WCO,san_isabel,solar,30,9.45,63,,,
2021,138,WCO,san_isabel,solar,30,9.45,63,,,
2021,139,WCO,san_isabel,solar,30,7.875,27,,,
2021,140,WCO,san_isabel,solar,30,7.875,27,,,
2021,141,WCO,san_isabel,solar,30,0,27,,,
2021,142,WCO,san_isabel,solar,30,0,27,,,
2021,143,WCO,san_isabel,solar,30,0,27,,,
2021,144,WCO,san_isabel,solar,30,0,27,,,
2021,145,WCO,san_isabel,solar,30,0,40.5,,,
2021,146,WCO,san_isabel,solar,30,0,40.5,,,
2021,147,WCO,san_isabel,solar,30,0,40.5,,,
2021,148,WCO,san_isabel,solar,30,0,40.5,,,
2021,149,WCO,san_isabel,solar,30,0,40.5,,,
2021,150,WCO,san_isabel,solar,30,0,40.5,,,
2021,151,WCO,san_isabel,solar,30,0,49.5,,,
2021,152,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,153,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,154,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,155,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,156,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,157,WCO,san_isabel,solar,30,14.301,63,,,
2021,158,WCO,san_isabel,solar,30,15.75,63,,,
2021,159,WCO,san_isabel,solar,30,14.175,63,,,
2021,160,WCO,san_isabel,solar,30,12.6,63,,,
2021,161,WCO,san_isabel,solar,30,9.45,63,,,
2021,162,WCO,san_isabel,solar,30,9.45,63,,,
2021,163,WCO,san_isabel,solar,30,7.875,27,,,
2021,164,WCO,san_isabel,solar,30,7.875,27,,,
2021,165,WCO,san_isabel,solar,30,0,27,,,
2021,166,WCO,san_isabel,solar,30,0,27,,,
2021,167,WCO,san_isabel,solar,30,0,27,,,
2021,168,WCO,san_isabel,solar,30,0,27,,,
2021,169,WCO,san_isabel,solar,30,0,40.5,,,
2021,170,WCO,san_isabel,solar,30,0,40.5,,,
2021,171,WCO,san_isabel,solar,30,0,40.5,,,
2021,172,WCO,san_isabel,solar,30,0,40.5,,,
2021,173,WCO,san_isabel,solar,30,0,40.5,,,
2021,174,WCO,san_isabel,solar,30,0,40.5,,,
2021,175,WCO,san_isabel,solar,30,0,49.5,,,
2021,176,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,177,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,178,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,179,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,180,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,181,WCO,san_isabel,solar,30,14.301,63,,,
2021,182,WCO,san_isabel,solar,30,15.75,63,,,
2021,183,WCO,san_isabel,solar,30,14.175,63,,,
2021,184,WCO,san_isabel,solar,30,12.6,63,,,
2021,185,WCO,san_isabel,solar,30,9.45,63,,,
2021,186,WCO,san_isabel,solar,30,9.45,63,,,
2021,187,WCO,san_isabel,solar,30,7.875,27,,,
2021,188,WCO,san_isabel,solar,30,7.875,27,,,
2021,189,WCO,san_isabel,solar,30,0,27,,,
2021,190,WCO,san_isabel,solar,30,0,27,,,
2021,191,WCO,san_isabel,solar,30,0,27,,,
2021,192,WCO,san_isabel,solar,30,0,27,,,
2021,193,WCO,san_isabel,solar,30,0,40.5,,,
2021,194,WCO,san_isabel,solar,30,0,40.5,,,
2021,195,WCO,san_isabel,solar,30,0,40.5,,,
2021,196,WCO,san_isabel,solar,30,0,40.5,,,
2021,197,WCO,san_isabel,solar,30,0,40.5,,,
2021,198,WCO,san_isabel,solar,30,0,40.5,,,
2021,199,WCO,san_isabel,solar,30,0,49.5,,,
2021,200,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,201,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,202,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,203,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,204,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,205,WCO,san_isabel,solar,30,14.301,63,,,
2021,206,WCO,san_isabel,solar,30,15.75,63,,,
2021,207,WCO,san_isabel,solar,30,14.175,63,,,
2021,208,WCO,san_isabel,solar,30,12.6,63,,,
2021,209,WCO,san_isabel,solar,30,9.45,63,,,
2021,210,WCO,san_isabel,solar,30,9.45,63,,,
2021,211,WCO,san_isabel,solar,30,7.875,27,,,
2021,212,WCO,san_isabel,solar,30,7.875,27,,,
2021,213,WCO,san_isabel,solar,30,0,27,,,
2021,214,WCO,san_isabel,solar,30,0,27,,,
2021,215,WCO,san_isabel,solar,30,0,27,,,
2021,216,WCO,san_isabel,solar,30,0,27,,,
2021,217,WCO,san_isabel,solar,30,0,40.5,,,
2021,218,WCO,san_isabel,solar,30,0,40.5,,,
2021,219,WCO,san_isabel,solar,30,0,40.5,,,
2021,220,WCO,san_isabel,solar,30,0,40.5,,,
2021,221,WCO,san_isabel,solar,30,0,40.5,,,
2021,222,WCO,san_isabel,solar,30,0,40.5,,,
2021,223,WCO,san_isabel,solar,30,0,49.5,,,
2021,224,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,225,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,226,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,227,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,228,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,229,WCO,san_isabel,solar,30,14.301,63,,,
2021,230,WCO,san_isabel,solar,30,15.75,63,,,
2021,231,WCO,san_isabel,solar,30,14.175,63,,,
2021,232,WCO,san_isabel,solar,30,12.6,63,,,
2021,233,WCO,san_isabel,solar,30,9.45,63,,,
2021,234,WCO,san_isabel,solar,30,9.45,63,,,
2021,235,WCO,san_isabel,solar,30,7.875,27,,,
2021,236,WCO,san_isabel,solar,30,7.875,27,,,
2021,237,WCO,san_isabel,solar,30,0,27,,,
2021,238,WCO,san_isabel,solar,30,0,27,,,
2021,239,WCO,san_isabel,solar,30,0,27,,,
2021,240,WCO,san_isabel,solar,30,0,27,,,
2021,241,WCO,san_isabel,solar,30,0,40.5,,,
2021,242,WCO,san_isabel,solar,30,0,40.5,,,
2021,243,WCO,san_isabel,solar,30,0,40.5,,,
2021,244,WCO,san_isabel,solar,30,0,40.5,,,
2021,245,WCO,san_isabel,solar,30,0,40.5,,,
2021,246,WCO,san_isabel,solar,30,0,40.5,,,
2021,247,WCO,san_isabel,solar,30,0,49.5,,,
2021,248,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,249,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,250,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,251,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,252,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,253,WCO,san_isabel,solar,30,14.301,63,,,
2021,254,WCO,san_isabel,solar,30,15.75,63,,,
2021,255,WCO,san_isabel,solar,30,14.175,63,,,
2021,256,WCO,san_isabel,solar,30,12.6,63,,,
2021,257,WCO,san_isabel,solar,30,9.45,63,,,
2021,258,WCO,san_isabel,solar,30,9.45,63,,,
2021,259,WCO,san_isabel,solar,30,7.875,27,,,
2021,260,WCO,san_isabel,solar,30,7.875,27,,,
2021,261,WCO,san_isabel,solar,30,0,27,,,
2021,262,WCO,san_isabel,solar,30,0,27,,,
2021,263,WCO,san_isabel,solar,30,0,27,,,
2021,264,WCO,san_isabel,solar,30,0,27,,,
2021,265,WCO,san_isabel,solar,30,0,40.5,,,
2021,266,WCO,san_isabel,solar,30,0,40.5,,,
2021,267,WCO,san_isabel,solar,30,0,40.5,,,
2021,268,WCO,san_isabel,solar,30,0,40.5,,,
2021,269,WCO,san_isabel,solar,30,0,40.5,,,
2021,270,WCO,san_isabel,solar,30,0,40.5,,,
2021,271,WCO,san_isabel,solar,30,0,49.5,,,
2021,272,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,273,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,274,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,275,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,276,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,277,WCO,san_isabel,solar,30,14.301,63,,,
2021,278,WCO,san_isabel,solar,30,15.75,63,,,
2021,279,WCO,san_isabel,solar,30,14.175,63,,,
2021,280,WCO,san_isabel,solar,30,12.6,63,,,
2021,281,WCO,san_isabel,solar,30,9.45,63,,,
2021,282,WCO,san_isabel,solar,30,9.45,63,,,
2021,283,WCO,san_isabel,solar,30,7.875,27,,,
2021,284,WCO,san_isabel,solar,30,7.875,27,,,
2021,285,WCO,san_isabel,solar,30,0,27,,,
2021,286,WCO,san_isabel,solar,30,0,27,,,
2021,287,WCO,san_isabel,solar,30,0,27,,,
2021,288,WCO,san_isabel,solar,30,0,27,,,
2021,289,WCO,san_isabel,solar,30,0,40.5,,,
2021,290,WCO,san_isabel,solar,30,0,40.5,,,
2021,291,WCO,san_isabel,solar,30,0,40.5,,,
2021,292,WCO,san_isabel,solar,30,0,40.5,,,
2021,293,WCO,san_isabel,solar,30,0,40.5,,,
2021,294,WCO,san_isabel,solar,30,0,40.5,,,
2021,295,WCO,san_isabel,solar,30,0,49.5,,,
2021,296,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,297,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,298,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,299,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,300,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,301,WCO,san_isabel,solar,30,14.301,63,,,
2021,302,WCO,san_isabel,solar,30,15.75,63,,,
2021,303,WCO,san_isabel,solar,30,14.175,63,,,
2021,304,WCO,san_isabel,solar,30,12.6,63,,,
2021,305,WCO,san_isabel,solar,30,9.45,63,,,
2021,306,WCO,san_isabel,solar,30,9.45,63,,,
2021,307,WCO,san_isabel,solar,30,7.875,27,,,
2021,308,WCO,san_isabel,solar,30,7.875,27,,,
2021,309,WCO,san_isabel,solar,30,0,27,,,
2021,310,WCO,san_isabel,solar,30,0,27,,,
2021,311,WCO,san_isabel,solar,30,0,27,,,
2021,312,WCO,san_isabel,solar,30,0,27,,,
2021,313,WCO,san_isabel,solar,30,0,40.5,,,
2021,314,WCO,san_isabel,solar,30,0,40.5,,,
2021,315,WCO,san_isabel,solar,30,0,40.5,,,
2021,316,WCO,san_isabel,solar,30,0,40.5,,,
2021,317,WCO,san_isabel,solar,30,0,40.5,,,
2021,318,WCO,san_isabel,solar,30,0,40.5,,,
2021,319,WCO,san_isabel,solar,30,0,49.5,,,
2021,320,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,321,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,322,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,323,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,324,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,325,WCO,san_isabel,solar,30,14.301,63,,,
2021,326,WCO,san_isabel,solar,30,15.75,63,,,
2021,327,WCO,san_isabel,solar,30,14.175,63,,,
2021,328,WCO,san_isabel,solar,30,12.6,63,,,
2021,329,WCO,san_isabel,solar,30,9.45,63,,,
2021,330,WCO,san_isabel,solar,30,9.45,63,,,
2021,331,WCO,san_isabel,solar,30,7.875,27,,,
2021,332,WCO,san_isabel,solar,30,7.875,27,,,
2021,333,WCO,san_isabel,solar,30,0,27,,,
2021,334,WCO,san_isabel,solar,30,0,27,,,
2021,335,WCO,san_isabel,solar,30,0,27,,,
2021,336,WCO,san_isabel,solar,30,0,27,,,
2021,337,WCO,san_isabel,solar,30,0,40.5,,,
2021,338,WCO,san_isabel,solar,30,0,40.5,,,
2021,339,WCO,san_isabel,solar,30,0,40.5,,,
2021,340,WCO,san_isabel,solar,30,0,40.5,,,
2021,341,WCO,san_isabel,solar,30,0,40.5,,,
2021,342,WCO,san_isabel,solar,30,0,40.5,,,
2021,343,WCO,san_isabel,solar,30,0,49.5,,,
2021,344,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,345,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,346,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,347,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,348,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,349,WCO,san_isabel,solar,30,14.301,63,,,
2021,350,WCO,san_isabel,solar,30,15.75,63,,,
2021,351,WCO,san_isabel,solar,30,14.175,63,,,
2021,352,WCO,san_isabel,solar,30,12.6,63,,,
2021,353,WCO,san_isabel,solar,30,9.45,63,,,
2021,354,WCO,san_isabel,solar,30,9.45,63,,,
2021,355,WCO,san_isabel,solar,30,7.875,27,,,
2021,356,WCO,san_isabel,solar,30,7.875,27,,,
2021,357,WCO,san_isabel,solar,30,0,27,,,
2021,358,WCO,san_isabel,solar,30,0,27,,,
2021,359,WCO,san_isabel,solar,30,0,27,,,
2021,360,WCO,san_isabel,solar,30,0,27,,,
2021,361,WCO,san_isabel,solar,30,0,40.5,,,
2021,362,WCO,san_isabel,solar,30,0,40.5,,,
2021,363,WCO,san_isabel,solar,30,0,40.5,,,
2021,364,WCO,san_isabel,solar,30,0,40.5,,,
2021,365,WCO,san_isabel,solar,30,0,40.5,,,
2021,366,WCO,san_isabel,solar,30,0,40.5,,,
2021,367,WCO,san_isabel,solar,30,0,49.5,,,
2021,368,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,369,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,370,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,371,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,372,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,373,WCO,san_isabel,solar,30,14.301,63,,,
2021,374,WCO,san_isabel,solar,30,15.75,63,,,
2021,375,WCO,san_isabel,solar,30,14.175,63,,,
2021,376,WCO,san_isabel,solar,30,12.6,63,,,
2021,377,WCO,san_isabel,solar,30,9.45,63,,,
2021,378,WCO,san_isabel,solar,30,9.45,63,,,
2021,379,WCO,san_isabel,solar,30,7.875,27,,,
2021,380,WCO,san_isabel,solar,30,7.875,27,,,
2021,381,WCO,san_isabel,solar,30,0,27,,,
2021,382,WCO,san_isabel,solar,30,0,27,,,
2021,383,WCO,san_isabel,solar,30,0,27,,,
2021,384,WCO,san_isabel,solar,30,0,27,,,
2021,385,WCO,san_isabel,solar,30,0,40.5,,,
2021,386,WCO,san_isabel,solar,30,0,40.5,,,
2021,387,WCO,san_isabel,solar,30,0,40.5,,,
2021,388,WCO,san_isabel,solar,30,0,40.5,,,
2021,389,WCO,san_isabel,solar,30,0,40.5,,,
2021,390,WCO,san_isabel,solar,30,0,40.5,,,
2021,391,WCO,san_isabel,solar,30,0,49.5,,,
2021,392,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,393,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,394,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,395,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,396,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,397,WCO,san_isabel,solar,30,14.301,63,,,
2021,398,WCO,san_isabel,solar,30,15.75,63,,,
2021,399,WCO,san_isabel,solar,30,14.175,63,,,
2021,400,WCO,san_isabel,solar,30,12.6,63,,,
2021,401,WCO,san_isabel,solar,30,9.45,63,,,
2021,402,WCO,san_isabel,solar,30,9.45,63,,,
2021,403,WCO,san_isabel,solar,30,7.875,27,,,
2021,404,WCO,san_isabel,solar,30,7.875,27,,,
2021,405,WCO,san_isabel,solar,30,0,27,,,
2021,406,WCO,san_isabel,solar,30,0,27,,,
2021,407,WCO,san_isabel,solar,30,0,27,,,
2021,408,WCO,san_isabel,solar,30,0,27,,,
2021,409,WCO,san_isabel,solar,30,0,40.5,,,
2021,410,WCO,san_isabel,solar,30,0,40.5,,,
2021,411,WCO,san_isabel,solar,30,0,40.5,,,
2021,412,WCO,san_isabel,solar,30,0,40.5,,,
2021,413,WCO,san_isabel,solar,30,0,40.5,,,
2021,414,WCO,san_isabel,solar,30,0,40.5,,,
2021,415,WCO,san_isabel,solar,30,0,49.5,,,
2021,416,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,417,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,418,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,419,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,420,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,421,WCO,san_isabel,solar,30,14.301,63,,,
2021,422,WCO,san_isabel,solar,30,15.75,63,,,
2021,423,WCO,san_isabel,solar,30,14.175,63,,,
2021,424,WCO,san_isabel,solar,30,12.6,63,,,
2021,425,WCO,san_isabel,solar,30,9.45,63,,,
2021,426,WCO,san_isabel,solar,30,9.45,63,,,
2021,427,WCO,san_isabel,solar,30,7.875,27,,,
2021,428,WCO,san_isabel,solar,30,7.875,27,,,
2021,429,WCO,san_isabel,solar,30,0,27,,,
2021,430,WCO,san_isabel,solar,30,0,27,,,
2021,431,WCO,san_isabel,solar,30,0,27,,,
2021,432,WCO,san_isabel,solar,30,0,27,,,
2021,433,WCO,san_isabel,solar,30,0,40.5,,,
2021,434,WCO,san_isabel,solar,30,0,40.5,,,
2021,435,WCO,san_isabel,solar,30,0,40.5,,,
2021,436,WCO,san_isabel,solar,30,0,40.5,,,
2021,437,WCO,san_isabel,solar,30,0,40.5,,,
2021,438,WCO,san_isabel,solar,30,0,40.5,,,
2021,439,WCO,san_isabel,solar,30,0,49.5,,,
2021,440,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,441,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,442,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,443,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,444,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,445,WCO,san_isabel,solar,30,14.301,63,,,
2021,446,WCO,san_isabel,solar,30,15.75,63,,,
2021,447,WCO,san_isabel,solar,30,14.175,63,,,
2021,448,WCO,san_isabel,solar,30,12.6,63,,,
2021,449,WCO,san_isabel,solar,30,9.45,63,,,
2021,450,WCO,san_isabel,solar,30,9.45,63,,,
2021,451,WCO,san_isabel,solar,30,7.875,27,,,
2021,452,WCO,san_isabel,solar,30,7.875,27,,,
2021,453,WCO,san_isabel,solar,30,0,27,,,
2021,454,WCO,san_isabel,solar,30,0,27,,,
2021,455,WCO,san_isabel,solar,30,0,27,,,
2021,456,WCO,san_isabel,solar,30,0,27,,,
2021,457,WCO,san_isabel,solar,30,0,40.5,,,
2021,458,WCO,san_isabel,solar,30,0,40.5,,,
2021,459,WCO,san_isabel,solar,30,0,40.5,,,
2021,460,WCO,san_isabel,solar,30,0,40.5,,,
2021,461,WCO,san_isabel,solar,30,0,40.5,,,
2021,462,WCO,san_isabel,solar,30,0,40.5,,,
2021,463,WCO,san_isabel,solar,30,0,49.5,,,
2021,464,WCO,san_isabel,solar,30,7.875,49.5,,,
2021,465,WCO,san_isabel,solar,30,9.45,49.5,,,
2021,466,WCO,san_isabel,solar,30,12.6,49.5,,,
2021,467,WCO,san_isabel,solar,30,14.175,49.5,,,
2021,468,WCO,san_isabel,solar,30,15.75,49.5,,,
2021,469,WCO,san_isabel,solar,30,14.301,63,,,
2021,470,WCO,san_isabel,solar,30,15.75,63,,,
2021,471,WCO,san_isabel,solar,30,14.175,63,,,
2021,472,WCO,san_isabel,solar,30,12.6,63,,,
2021,473,WCO,san_isabel,solar,30,9.45,63,,,
2021,474,WCO,san_isabel,solar,30,9.45,63,,,
2021,475,WCO,san_isabel,solar,30,7.875,27,,,
2021,476,WCO,san_isabel,solar,30,7.875,27,,,
2021,477,WCO,san_isabel,solar,30,0,27,,,
2021,478,WCO,san_isabel,solar,30,0,27,,,
2021,479,WCO,san_isabel,solar,30,0,27,,,
