LMP8760,gas8760
20.1544,2.851
18.6837,2.851
18.1074,2.851
19.7832,2.851
16.3824,2.851
19.9716,2.851
15.716,2.851
16.1836,2.851
23.7723,2.851
11.0144,2.851
9.9492,2.851
21.9537,2.851
9.3895,2.851
2.6904,2.851
1.1652,2.851
5.668,2.851
-2.1379,2.851
8.7037,2.851
-5.2904,2.851
-8.7279,2.851
-13.4672,2.851
-11.7198,2.851
-20.2456,2.851
-15.1568,2.851
-12.9112,2.851
-17.6934,2.851
-15.9429,2.851
-14.3516,2.851
-13.1198,2.851
-16.611,2.851
-15.3994,2.851
-7.8365,2.851
-10.7906,2.851
-13.9507,2.851
-17.3819,2.851
-19.538,2.851
-14.5831,2.851
-14.6661,2.851
-18.4367,2.851
-23.5284,2.851
-24.1197,2.851
-18.8453,2.851
-14.4299,2.851
-15.8621,2.851
-21.012,2.851
-22.5274,2.851
-24.0572,2.851
-19.8529,2.851
-22.9444,2.851
-22.116,2.851
-19.17,2.851
-19.9206,2.851
-16.9786,2.851
-15.4673,2.851
-11.4116,2.851
-9.5612,2.851
-3.8336,2.851
-1.0575,2.851
-5.8475,2.851
-12.5994,2.851
-12.1057,2.851
-13.2758,2.851
-18.5185,2.851
-14.3115,2.851
-5.4405,2.851
-4.8325,2.851
-3.0071,2.851
-10.1533,2.851
-17.3218,2.851
-16.3354,2.851
-21.6414,2.851
-10.0183,2.851
-18.9519,2.851
-16.1465,2.851
-16.1026,2.851
-2.7682,2.851
3.3702,2.851
3.1607,2.851
-4.796,2.851
-5.2478,2.851
-0.115,2.851
1.5344,2.851
6.85,2.851
5.5019,2.851
5.734,2.851
-3.0785,2.851
9.3538,2.851
15.1101,2.851
34.0532,2.851
137.4396,2.851
17.4427,2.851
16.7374,2.851
16.4982,2.851
14.6774,2.851
13.9269,2.851
13.5263,2.851
12.0178,2.851
3.5667,2.851
5.856,2.851
11.8808,2.851
143.9225,2.851
15.706,2.851
12.9658,2.851
73.5389,2.851
37.4038,2.851
15.803,2.851
12.8285,2.851
12.5801,2.851
12.1336,2.851
10.7764,2.851
10.4536,2.851
10.6456,2.851
11.321,2.851
9.6014,2.851
3.6857,2.851
-10.8829,2.851
-18.463,2.851
-17.2058,2.851
-9.4759,2.851
-7.4358,2.851
-22.2156,2.851
-16.0147,2.851
2.6334,2.851
-1.8836,2.851
9.3402,2.851
12.8894,2.851
14.9775,2.851
19.7052,2.851
21.7581,2.851
18.1645,2.851
19.4607,2.851
19.7048,2.851
16.1006,2.851
16.4137,2.851
16.699,2.851
13.0797,2.851
12.9916,2.851
12.3501,2.851
0.748,2.851
4.3447,2.851
5.44,2.851
-14.4515,2.851
-16.6589,2.851
-25.217,2.851
-28.7864,2.851
-29.2035,2.851
-28.8848,2.851
-24.5589,2.851
-14.6007,2.851
-1.6242,2.851
1.3,2.851
14.7063,2.851
10.6219,2.851
-0.8993,2.851
10.5921,2.851
16.1461,2.851
14.0959,2.851
14.2553,2.851
13.243,2.851
9.724,2.851
2.5651,2.851
9.0193,2.851
4.727,2.851
1.2241,2.851
3.1128,2.851
-21.3929,2.851
-7.422,2.851
-2.3485,2.851
-12.8237,2.851
6.4498,2.851
6.6818,2.851
12.3902,2.851
14.649,2.851
18.2235,2.851
18.2833,2.851
15.0945,2.851
13.4813,2.851
10.506,2.851
15.5269,2.851
18.0406,2.851
30.9728,2.851
15.3192,2.851
117.8045,2.851
18.4441,2.851
15.6071,2.851
14.9087,2.851
16.0386,2.851
11.6076,2.851
11.5752,2.851
14.6504,2.851
16.9979,2.851
33.6332,2.851
16.3643,2.851
16.5258,2.851
20.0381,2.851
20.5503,2.851
36.7709,2.851
19.8989,2.851
24.5509,2.851
21.5122,2.851
20.1289,2.851
18.8002,2.851
18.6257,2.851
18.757,2.851
17.7763,2.851
17.257,2.851
20.2566,2.851
18.96,2.851
16.0227,2.851
19.014,2.851
30.9229,2.851
16.0248,2.851
15.3471,2.851
16.0346,2.851
15.5009,2.851
15.9303,2.851
17.1044,2.851
18.5357,2.851
19.1242,2.851
18.6646,2.851
16.8666,2.851
17.8099,2.851
17.2928,2.851
18.9876,2.851
22.0625,2.851
43.6529,2.851
21.344,2.851
17.2011,2.851
18.9436,2.851
18.8972,2.851
19.5115,2.851
21.4976,2.851
18.6236,2.851
18.349,2.851
18.667,2.851
16.9647,2.851
18.4254,2.851
35.5342,2.851
16.8554,2.851
42.6779,2.851
15.5812,2.851
18.2271,2.851
20.4496,2.851
19.3871,2.851
20.593,2.851
24.4678,2.851
39.1926,2.851
144.9914,2.851
84.977,2.851
27.6909,2.851
25.041,2.851
20.6901,2.851
20.7254,2.851
18.8559,2.851
18.2129,2.851
17.6132,2.851
18.1258,2.851
18.0197,2.851
17.921,2.851
16.2067,2.851
16.9433,2.851
15.636,2.851
14.4895,2.851
14.3195,2.851
14.3435,2.851
13.9646,2.851
15.0257,2.851
17.0471,2.851
17.6664,2.851
77.6125,2.851
18.8635,2.851
16.1473,2.851
21.2948,2.851
16.5248,2.851
15.2228,2.851
15.3315,2.851
14.9393,2.851
15.106,2.851
13.29,2.851
12.7419,2.851
13.8077,2.851
13.3734,2.851
13.4515,2.851
12.3254,2.851
10.8873,2.851
11.2212,2.851
14.1387,2.851
11.4363,2.851
13.5339,2.851
13.4043,2.851
16.9929,2.851
45.734,2.851
16.6786,2.851
18.6762,2.851
18.9151,2.851
18.0644,2.851
34.7298,2.851
32.4369,2.851
121.2999,2.851
19.4012,2.851
17.6491,2.851
16.5764,2.851
36.0782,2.851
40.6644,2.851
28.7982,2.851
16.1394,2.851
11.4031,2.851
3.664,2.851
7.3459,2.851
9.2103,2.851
115.2887,2.851
4.1109,2.851
6.6374,2.851
9.7452,2.851
11.4532,2.851
9.1897,2.851
65.6061,2.851
55.1021,2.851
13.2321,2.851
13.7319,2.851
10.8737,2.851
1.8715,2.851
0.1285,2.851
-1.2038,2.851
-0.1811,2.851
-3.2636,2.851
-6.8173,2.851
-17.3578,2.851
-18.1178,2.851
-22.3831,2.851
-16.5576,2.851
-19.0892,2.851
-21.3961,2.851
-22.4307,2.851
-26.2528,2.851
-28.4941,2.851
-25.0347,2.851
-27.2944,2.851
-24.5568,2.851
-16.6944,2.851
-26.8499,2.851
-24.5731,2.851
-16.6182,2.851
-15.0981,2.851
-11.8242,2.851
-0.8721,2.851
4.4202,2.851
10.553,2.851
12.6536,2.851
9.3465,2.851
10.8737,2.851
14.4034,2.851
14.974,2.851
17.4785,2.851
16.5129,2.851
15.1354,2.851
15.1281,2.851
14.4068,2.851
13.8904,2.851
13.9227,2.851
13.2705,2.851
13.2993,2.851
13.3463,2.851
13.455,2.851
13.5256,2.851
13.4182,2.851
15.9703,2.851
15.3158,2.851
13.8947,2.851
13.4216,2.851
13.8169,2.851
14.2332,2.851
13.1789,2.851
13.6133,2.851
13.8147,2.851
14.5756,2.851
13.9,2.851
15.0206,2.851
10.4394,2.851
8.2917,2.851
13.2886,2.851
-1.7362,2.851
5.3448,2.851
7.1825,2.851
10.0396,2.851
9.1274,2.851
13.931,2.851
9.4621,2.851
12.6889,2.851
10.7329,2.851
22.1401,2.851
22.086,2.851
21.198,2.851
18.3098,2.851
22.4034,2.851
15.3441,2.851
16.3022,2.851
16.2215,2.851
15.9405,2.851
15.7915,2.851
19.0922,2.851
15.7625,2.851
16.3385,2.851
15.5252,2.851
15.1374,2.851
14.5434,2.851
14.7373,2.851
15.3311,2.851
16.6639,2.851
16.77,2.851
18.2582,2.851
33.1205,2.851
17.6432,2.851
19.5033,2.851
19.9926,2.851
30.014,2.851
50.0418,2.851
18.917,2.851
19.6789,2.851
19.5221,2.851
17.8085,2.851
15.9507,2.851
17.7776,2.851
13.3785,2.851
13.3305,2.851
14.3284,2.851
13.8357,2.851
13.9237,2.851
13.6946,2.851
9.7257,2.851
12.8932,2.851
6.914,2.851
8.2822,2.851
15.3379,2.851
11.6801,2.851
15.4173,2.851
11.5251,2.851
31.5059,2.851
19.5465,2.851
16.4339,2.851
16.3218,2.851
22.7334,2.851
25.4622,2.851
25.3859,2.851
22.217,2.851
22.5623,2.851
18.8088,2.851
18.1974,2.851
24.7976,2.851
27.8523,2.851
16.2015,2.851
6.8854,2.851
0.9523,2.851
0.3348,2.851
4.5147,2.851
-4.219,2.851
-3.8812,2.851
-5.4443,2.851
-9.7534,2.851
2.4695,2.851
0.4976,2.851
-3.4024,2.851
2.2983,2.851
10.6237,2.851
8.9546,2.851
6.9916,2.851
8.4821,2.851
9.6503,2.851
9.2434,2.851
8.6337,2.851
5.8818,2.851
8.1991,2.851
11.7509,2.851
14.0701,2.851
6.5401,2.851
5.2924,2.851
5.9538,2.851
-3.0218,2.851
-7.5932,2.851
-6.4656,2.851
2.5027,2.851
8.9765,2.851
10.9574,2.851
14.5629,2.851
12.2295,2.851
14.5976,2.851
15.071,2.851
15.6899,2.851
17.3632,2.851
21.2632,2.851
17.4167,2.851
46.2175,2.851
50.5272,2.851
15.4303,2.851
12.7346,2.851
12.7199,2.851
13.2727,2.851
12.6726,2.851
12.6103,2.851
15.5576,2.851
10.6687,2.851
9.6649,2.851
11.2694,2.851
11.9645,2.851
11.1798,2.851
11.3814,2.851
13.2342,2.851
15.1809,2.851
16.0915,2.851
16.5388,2.851
16.8891,2.851
16.1762,2.851
16.6989,2.851
38.7617,2.851
76.7686,2.851
17.8595,2.851
17.3514,2.851
15.9239,2.851
14.017,2.851
14.3843,2.851
14.2138,2.851
12.9688,2.851
15.6934,2.851
11.9781,2.851
13.3012,2.851
11.5912,2.851
9.6096,2.851
12.3849,2.851
9.4979,2.851
11.0594,2.851
1.6453,2.851
-11.6853,2.851
-7.4151,2.851
-2.504,2.851
-1.9113,2.851
-4.722,2.851
1.7413,2.851
-1.3293,2.851
-12.8571,2.851
-10.4491,2.851
-6.6139,2.851
-11.2466,2.851
-28.2059,2.851
-24.8954,2.851
-28.9066,2.851
-29.3617,2.851
-6.3074,2.851
1.1691,2.851
9.6968,2.851
-0.8775,2.851
11.5449,2.851
15.954,2.851
13.2822,2.851
8.0993,2.851
8.7083,2.851
10.5336,2.851
8.7238,2.851
7.9822,2.851
12.2815,2.851
114.3332,2.851
17.2342,2.851
16.1907,2.851
15.1681,2.851
14.9622,2.851
13.8657,2.851
13.6185,2.851
15.6671,2.851
16.8017,2.851
16.1979,2.851
14.9261,2.851
11.3699,2.851
5.2997,2.851
5.4633,2.851
8.601,2.851
6.3716,2.851
1.2323,2.851
3.4549,2.851
1.8683,2.851
2.5508,2.851
5.4401,2.851
6.843,2.851
6.6114,2.851
5.7428,2.851
9.5615,2.851
11.539,2.851
8.3002,2.851
5.9885,2.851
5.1033,2.851
3.8519,2.851
4.3767,2.851
1.5112,2.851
8.9747,2.851
10.7553,2.851
11.39,2.851
13.0046,2.851
13.9872,2.851
376.0346,2.851
19.3426,2.851
36.7766,2.851
34.1282,2.851
30.802,2.851
18.8204,2.851
16.4388,2.851
17.3985,2.851
36.4858,2.851
20.1419,2.851
17.3618,2.851
17.4189,2.851
16.343,2.851
15.923,2.851
15.8907,2.851
14.1993,2.851
13.0376,2.851
13.6068,2.851
14.3779,2.851
13.092,2.851
11.8727,2.851
11.5713,2.494
-1.1211,2.494
-8.6096,2.494
-15.6484,2.494
-27.597,2.494
-22.2641,2.494
-25.1687,2.494
-19.9842,2.494
-19.2338,2.494
-18.5843,2.494
-16.8562,2.494
-14.4707,2.494
-3.3726,2.494
3.0831,2.494
4.8784,2.494
1.5372,2.494
-5.6366,2.494
-1.0942,2.494
-9.2169,2.494
-11.2121,2.494
-19.9042,2.494
-10.4471,2.494
-5.4529,2.494
-17.4366,2.494
-13.4292,2.494
-14.5747,2.494
-19.6841,2.494
-22.5284,2.494
-26.7651,2.494
-24.1442,2.494
-20.5149,2.494
-22.7049,2.494
-24.668,2.494
-22.3485,2.494
-11.293,2.494
-13.028,2.494
4.9591,2.494
6.3329,2.494
8.0576,2.494
3.3075,2.494
9.6578,2.494
11.5502,2.494
7.5688,2.494
4.7033,2.494
9.1387,2.494
2.3343,2.494
32.1569,2.494
9.2195,2.494
9.5912,2.494
1.755,2.494
1.0664,2.494
7.842,2.494
-12.8719,2.494
1.1112,2.494
3.5539,2.494
8.965,2.494
12.0755,2.494
12.4241,2.494
14.6349,2.494
67.7668,2.494
49.9785,2.494
14.7053,2.494
49.0289,2.494
15.4493,2.494
17.1004,2.494
15.5889,2.494
13.6058,2.494
15.6178,2.494
11.918,2.494
12.794,2.494
12.8095,2.494
13.22,2.494
93.7263,2.494
50.5586,2.494
13.261,2.494
14.7914,2.494
14.5287,2.494
14.1782,2.494
13.3051,2.494
13.3448,2.494
13.0437,2.494
12.7766,2.494
15.8326,2.494
15.4328,2.494
20.2404,2.494
18.7167,2.494
16.7446,2.494
18.439,2.494
21.244,2.494
125.8792,2.494
17.533,2.494
16.4109,2.494
20.1678,2.494
20.6624,2.494
21.7298,2.494
19.1637,2.494
18.024,2.494
11.9343,2.494
10.5647,2.494
9.7331,2.494
9.7795,2.494
12.1258,2.494
11.5148,2.494
11.3481,2.494
12.5133,2.494
15.1859,2.494
16.3316,2.494
16.2658,2.494
16.5359,2.494
16.7801,2.494
16.8843,2.494
16.4683,2.494
12.1758,2.494
13.6761,2.494
7.1401,2.494
7.1898,2.494
-1.1249,2.494
-3.0739,2.494
-3.6686,2.494
1.1549,2.494
1.3902,2.494
-8.899,2.494
-13.1815,2.494
-18.8782,2.494
-27.3654,2.494
-22.6303,2.494
-20.3748,2.494
-19.4148,2.494
-9.0602,2.494
-16.2373,2.494
-17.9506,2.494
-4.6864,2.494
1.7342,2.494
5.9053,2.494
6.5333,2.494
4.8516,2.494
50.7146,2.494
6.7292,2.494
9.0403,2.494
-0.5093,2.494
1.4937,2.494
0.5707,2.494
1.6014,2.494
-0.1512,2.494
-8.0331,2.494
-11.2865,2.494
-24.605,2.494
-23.1527,2.494
-26.7401,2.494
-26.7604,2.494
-26.75,2.494
-25.4184,2.494
-27.6171,2.494
-27.2675,2.494
-25.8694,2.494
-4.5304,2.494
-16.1928,2.494
1.615,2.494
9.8083,2.494
11.9517,2.494
13.4629,2.494
13.1673,2.494
14.8476,2.494
16.0023,2.494
15.8505,2.494
15.6685,2.494
16.5135,2.494
20.7335,2.494
17.9352,2.494
13.788,2.494
13.9148,2.494
13.2913,2.494
10.1155,2.494
10.9645,2.494
9.5173,2.494
10.022,2.494
11.1569,2.494
10.458,2.494
9.5553,2.494
6.0309,2.494
5.3409,2.494
8.4064,2.494
14.8164,2.494
14.7897,2.494
4.3915,2.494
5.94,2.494
12.9035,2.494
37.1776,2.494
26.587,2.494
12.3526,2.494
10.2765,2.494
12.3344,2.494
9.609,2.494
7.3514,2.494
-2.0787,2.494
-7.0061,2.494
-8.2541,2.494
-11.8998,2.494
-12.6125,2.494
-14.2448,2.494
-6.5325,2.494
-6.2002,2.494
7.4406,2.494
-0.2028,2.494
10.8277,2.494
14.941,2.494
14.3932,2.494
12.0164,2.494
16.7552,2.494
15.3036,2.494
10.5456,2.494
6.5725,2.494
4.8931,2.494
3.1881,2.494
7.4489,2.494
8.8083,2.494
12.7588,2.494
13.4654,2.494
9.796,2.494
10.6466,2.494
-8.5334,2.494
-6.2294,2.494
-16.2534,2.494
6.0406,2.494
10.4786,2.494
11.7903,2.494
12.6613,2.494
13.8666,2.494
14.3899,2.494
15.0983,2.494
11.0359,2.494
12.0722,2.494
11.271,2.494
10.4977,2.494
7.3928,2.494
4.2392,2.494
5.3058,2.494
5.1869,2.494
-4.3753,2.494
-5.314,2.494
8.0365,2.494
3.0875,2.494
-7.7275,2.494
-15.3846,2.494
-19.1533,2.494
-14.5291,2.494
-16.0624,2.494
-14.7727,2.494
-13.9116,2.494
-14.5202,2.494
-12.5344,2.494
-25.0698,2.494
-16.4573,2.494
-9.2276,2.494
0.0003,2.494
-1.0534,2.494
11.1939,2.494
14.4058,2.494
13.5125,2.494
11.8715,2.494
3.8227,2.494
5.1969,2.494
2.5799,2.494
2.933,2.494
7.5019,2.494
8.82,2.494
0.1047,2.494
-5.135,2.494
-0.6833,2.494
-4.4625,2.494
-3.1346,2.494
-9.902,2.494
-3.4884,2.494
1.3696,2.494
-1.1141,2.494
2.7085,2.494
-2.0462,2.494
39.5972,2.494
18.1495,2.494
24.9199,2.494
4.7039,2.494
-12.3869,2.494
-15.4926,2.494
-20.784,2.494
-18.469,2.494
-17.8808,2.494
-17.6162,2.494
-17.8228,2.494
-18.0879,2.494
-11.6433,2.494
-15.6706,2.494
-12.9621,2.494
-12.9174,2.494
-16.7676,2.494
-17.4296,2.494
-21.3488,2.494
-14.1305,2.494
-12.3595,2.494
-4.5896,2.494
-0.0061,2.494
13.2304,2.494
14.3558,2.494
14.0071,2.494
14.0018,2.494
15.8831,2.494
18.0574,2.494
16.9062,2.494
13.7039,2.494
13.689,2.494
12.7497,2.494
12.4044,2.494
13.1849,2.494
13.8458,2.494
15.6214,2.494
18.4531,2.494
17.6657,2.494
15.5595,2.494
15.2602,2.494
15.4412,2.494
15.9045,2.494
15.7734,2.494
17.4934,2.494
18.2241,2.494
15.6536,2.494
18.5541,2.494
19.7667,2.494
17.7872,2.494
18.9172,2.494
22.831,2.494
19.9134,2.494
17.8337,2.494
16.8798,2.494
15.7207,2.494
15.3659,2.494
15.8786,2.494
13.8978,2.494
14.2451,2.494
13.036,2.494
9.5507,2.494
-9.6481,2.494
-13.1289,2.494
-3.4571,2.494
-0.0574,2.494
2.8815,2.494
4.8299,2.494
10.8245,2.494
9.4592,2.494
16.2279,2.494
16.4695,2.494
17.1611,2.494
16.4855,2.494
15.0409,2.494
15.1225,2.494
14.3279,2.494
13.7745,2.494
12.8418,2.494
12.9223,2.494
12.8592,2.494
11.9321,2.494
11.3765,2.494
12.2723,2.494
15.6408,2.494
1.5906,2.494
-9.9892,2.494
-5.5675,2.494
3.0666,2.494
1.2604,2.494
-2.8213,2.494
-0.8285,2.494
2.9478,2.494
5.5332,2.494
6.7174,2.494
3.5535,2.494
15.1868,2.494
5.3364,2.494
9.4825,2.494
6.6198,2.494
8.5003,2.494
3.5858,2.494
7.5462,2.494
2.9333,2.494
2.4208,2.494
-3.5434,2.494
-10.5909,2.494
-1.1413,2.494
4.3886,2.494
3.0512,2.494
1.4833,2.494
-9.7042,2.494
-16.7765,2.494
-17.9383,2.494
-11.9888,2.494
-14.813,2.494
-15.9411,2.494
-8.6302,2.494
-15.8852,2.494
-2.5218,2.494
-3.2325,2.494
1.6382,2.494
7.9214,2.494
13.0802,2.494
15.7015,2.494
18.2383,2.494
49.818,2.494
15.7499,2.494
22.7275,2.494
26.6612,2.494
29.5455,2.494
22.002,2.494
20.3544,2.494
10.2293,2.494
4.9788,2.494
0.7983,2.494
20.2208,2.494
-2.2336,2.494
0.6261,2.494
-0.1783,2.494
9.0416,2.494
9.5705,2.494
5.5601,2.494
0.9342,2.494
45.6103,2.494
17.9024,2.494
2.6108,2.494
5.3492,2.494
-4.6963,2.494
-13.5389,2.494
-8.3337,2.494
-8.5526,2.494
-3.248,2.494
-3.0137,2.494
4.4827,2.494
8.0822,2.494
10.0063,2.494
-0.7078,2.494
3.1463,2.494
3.0417,2.494
11.0379,2.494
38.6939,2.494
13.1791,2.494
16.4136,2.494
16.0883,2.494
15.5178,2.494
9.9798,2.494
12.4385,2.494
18.1243,2.494
15.6948,2.494
18.9553,2.494
14.6172,2.494
14.5036,2.494
17.3621,2.494
17.7838,2.494
16.1627,2.494
19.3504,2.494
19.4939,2.494
17.0537,2.494
18.4417,2.494
16.4913,2.494
15.504,2.494
18.109,2.494
15.5153,2.494
13.666,2.494
13.4886,2.494
14.4802,2.494
14.2852,2.494
14.8649,2.494
14.4676,2.494
13.5052,2.494
15.8302,2.494
207.0137,2.494
152.8025,2.494
13.8719,2.494
14.3937,2.494
14.0147,2.494
19.5548,2.494
49.436,2.494
14.1599,2.494
21.8283,2.494
22.0846,2.494
31.0188,2.494
20.3235,2.494
17.4269,2.494
16.3505,2.494
14.1375,2.494
13.5752,2.494
14.6587,2.494
14.4869,2.494
13.8733,2.494
13.3081,2.494
13.3308,2.494
14.3559,2.494
13.57,2.494
14.5205,2.494
17.6134,2.494
39.3556,2.494
16.1471,2.494
16.3467,2.494
17.9785,2.494
17.3098,2.494
58.3166,2.494
20.8114,2.494
51.3609,2.494
42.3218,2.494
18.0202,2.494
16.3271,2.494
10.0002,2.494
-13.2225,2.494
-18.7811,2.494
-25.3604,2.494
-4.1386,2.494
-0.2915,2.494
-10.4973,2.494
-10.3352,2.494
-17.2108,2.494
-6.2605,2.494
3.8889,2.494
9.3262,2.494
37.8257,2.494
10.1197,2.494
15.0561,2.494
21.0186,2.494
83.7525,2.494
94.8889,2.494
21.2678,2.494
7.2946,2.494
9.7796,2.494
9.1834,2.494
12.0558,2.494
89.6687,2.494
13.1121,2.494
44.1341,2.494
16.2897,2.494
26.1898,2.494
12.7216,2.494
12.2617,2.494
9.8322,2.494
7.9412,2.494
7.7702,2.494
11.3211,2.494
8.821,2.494
11.9516,2.494
15.671,2.494
98.6271,2.494
17.9944,2.494
18.3054,2.494
17.5311,2.494
17.019,2.494
16.1753,2.494
15.8325,2.494
13.8479,2.494
14.2533,2.494
14.9688,2.494
15.0556,2.494
16.9452,2.494
14.3351,2.494
14.6965,2.494
14.2054,2.494
13.5887,2.494
0.6936,2.494
-6.0727,2.494
4.2988,2.494
-19.1913,2.494
9.6697,2.494
5.1537,2.494
-2.0585,2.494
6.5022,2.494
7.8914,2.494
12.2446,2.494
5.0507,2.494
1.1233,2.494
0.9368,2.494
1.3141,2.494
-7.8467,2.494
-13.0831,2.494
-15.0746,2.494
-20.1746,2.494
-8.6541,2.494
5.4221,2.494
0.6252,2.494
-0.4218,2.494
-6.3376,2.494
-14.3532,2.494
-2.247,2.494
6.4148,2.494
-16.9415,2.494
2.8539,2.494
-6.5649,2.494
-24.4723,2.494
-26.6491,2.494
10.8125,2.494
13.5081,2.494
13.1786,2.494
12.2162,2.494
12.1743,2.494
12.2138,2.494
18.454,2.494
16.5487,2.494
15.5948,2.494
18.5131,2.494
20.7497,2.494
22.0414,2.494
22.7547,2.494
20.0441,2.494
17.8853,2.494
19.6575,2.494
34.2263,2.494
15.9987,2.494
15.8283,2.494
14.198,2.494
12.3869,2.494
11.9997,2.494
11.19,2.494
11.9441,2.494
13.7476,2.494
13.9267,2.494
10.6448,2.494
9.5169,2.494
1.6665,2.494
2.5958,2.494
3.8739,2.494
6.2174,2.494
6.6415,2.494
8.3717,2.494
47.7371,2.494
15.9863,2.494
3.5919,2.494
-14.4105,2.494
-15.9321,2.494
-24.2941,2.494
-23.5229,2.494
-15.9532,2.494
-19.269,2.494
-16.0438,2.494
-1.6623,2.494
2.8303,2.494
9.4528,2.494
8.8616,2.494
13.0179,2.494
12.0919,2.494
12.7683,2.494
14.1742,2.494
14.0995,2.494
15.4509,2.494
18.7734,2.494
24.4634,2.494
19.433,2.494
82.154,2.494
22.2398,2.494
56.4683,2.494
16.87,2.494
9.3025,2.494
-6.5827,2.494
-24.7571,2.494
-26.0986,2.494
-23.7847,2.494
-27.9314,2.494
-29.7859,2.494
-29.427,2.494
-28.2977,2.494
-16.3837,2.494
-3.5024,2.494
9.2185,2.494
9.4457,2.494
10.51,2.494
1.8752,2.494
-1.1051,2.494
1.5331,2.494
6.7898,2.494
1.4506,2.494
-4.6208,2.494
-7.9816,2.494
-8.1603,2.494
-9.0499,2.494
1.5365,2.494
3.7571,2.494
0.1495,2.494
-15.1625,2.494
-8.6446,2.494
17.1996,2.494
-10.8843,2.494
-22.3448,2.494
-8.152,2.494
-12.3375,2.494
-21.1605,2.494
-10.3393,2.494
-3.7104,2.494
-10.2585,2.494
-12.4191,2.494
-14.3088,2.494
-18.181,2.494
-15.9859,2.494
-12.2542,2.494
-1.0994,2.494
3.763,2.494
6.7364,2.494
11.2643,2.494
43.4515,2.494
56.3175,2.494
33.6679,2.494
19.7207,2.494
17.7657,2.494
14.8366,2.494
13.8521,2.494
13.8606,2.494
14.3266,2.494
13.8762,2.494
13.7709,2.494
12.8808,2.494
13.6057,2.494
14.7397,2.494
15.7085,2.494
11.5747,2.494
6.9175,2.494
8.0382,2.494
8.6473,2.494
11.3869,2.494
11.837,2.494
12.5364,2.494
11.9937,2.494
10.7169,2.494
9.0333,2.456
-4.324,2.456
-9.406,2.456
-19.7532,2.456
-21.5125,2.456
-19.308,2.456
-25.6825,2.456
-27.2573,2.456
-25.9155,2.456
-25.4404,2.456
-22.8179,2.456
-21.4846,2.456
-25.7906,2.456
-11.2589,2.456
5.7852,2.456
9.2496,2.456
11.2407,2.456
10.0119,2.456
10.8733,2.456
14.4664,2.456
15.5215,2.456
16.2589,2.456
16.4525,2.456
16.7663,2.456
17.3966,2.456
13.4532,2.456
10.1847,2.456
6.0248,2.456
-6.432,2.456
70.0663,2.456
-3.3042,2.456
-17.2915,2.456
-1.4682,2.456
-3.2113,2.456
-3.5098,2.456
-13.5567,2.456
-16.5278,2.456
10.5959,2.456
7.7756,2.456
7.8768,2.456
13.1661,2.456
13.1037,2.456
15.4008,2.456
23.9431,2.456
44.0714,2.456
55.0422,2.456
39.6794,2.456
30.3286,2.456
17.3815,2.456
18.5292,2.456
14.3762,2.456
13.2609,2.456
12.51,2.456
181.151,2.456
37.155,2.456
12.9997,2.456
4.272,2.456
-5.5679,2.456
4.3125,2.456
2.2205,2.456
-7.6286,2.456
14.052,2.456
49.5196,2.456
36.5692,2.456
17.8675,2.456
23.4444,2.456
16.6863,2.456
17.6393,2.456
18.7347,2.456
56.2573,2.456
37.6325,2.456
32.4691,2.456
64.5181,2.456
19.9739,2.456
11.3783,2.456
-2.2326,2.456
-14.5532,2.456
-21.9153,2.456
-17.7716,2.456
-25.8126,2.456
-24.3454,2.456
7.0667,2.456
12.6657,2.456
6.4424,2.456
11.345,2.456
13.8849,2.456
14.6451,2.456
15.5111,2.456
15.3111,2.456
24.7824,2.456
26.37,2.456
20.2888,2.456
21.4293,2.456
15.2558,2.456
14.885,2.456
1.8584,2.456
7.4663,2.456
11.2447,2.456
-6.8692,2.456
-6.17,2.456
-21.343,2.456
-8.645,2.456
-0.1068,2.456
8.8149,2.456
0.0587,2.456
-0.5097,2.456
8.6531,2.456
-16.7619,2.456
29.1497,2.456
11.3885,2.456
2.5257,2.456
-0.7895,2.456
10.0582,2.456
15.9849,2.456
16.3883,2.456
17.211,2.456
22.3658,2.456
24.695,2.456
21.965,2.456
21.8797,2.456
61.5353,2.456
18.5492,2.456
16.8703,2.456
13.5804,2.456
12.9576,2.456
11.6215,2.456
7.9011,2.456
5.5801,2.456
-23.6043,2.456
6.1778,2.456
7.7522,2.456
11.4945,2.456
36.1016,2.456
20.2094,2.456
15.3226,2.456
17.1162,2.456
20.8116,2.456
20.0343,2.456
20.3212,2.456
22.3964,2.456
21.2654,2.456
21.5913,2.456
21.9978,2.456
19.8404,2.456
20.0404,2.456
16.3254,2.456
13.6817,2.456
12.1363,2.456
6.6175,2.456
13.1646,2.456
26.7955,2.456
2.816,2.456
7.5899,2.456
7.2615,2.456
9.9779,2.456
3.2,2.456
12.0279,2.456
9.9044,2.456
1.0186,2.456
-10.7944,2.456
-2.0369,2.456
-2.3838,2.456
4.8802,2.456
3.4956,2.456
31.1634,2.456
73.8049,2.456
27.2343,2.456
27.6799,2.456
7.5046,2.456
14.3701,2.456
122.0561,2.456
28.1611,2.456
31.6874,2.456
3.2976,2.456
99.9361,2.456
-10.0297,2.456
-19.8881,2.456
-28.8425,2.456
-25.9012,2.456
-26.7283,2.456
-21.6113,2.456
-19.024,2.456
-18.7541,2.456
-21.7982,2.456
-24.3082,2.456
-17.1624,2.456
-11.1516,2.456
8.8196,2.456
15.6197,2.456
16.409,2.456
