year,time,zone,location,existingresource,nameplateMWh,solarMWh,windMWh,batteriesMWh,natgasMWh,LMP8760,gas8760
2021,2293,WCO,Carousel,wind,150,74.91,94.5,,,1.7342,2.494
2021,2294,WCO,Carousel,wind,150,82.5,94.5,,,5.9053,2.494
2021,2295,WCO,Carousel,wind,150,74.25,94.5,,,6.5333,2.494
2021,2296,WCO,Carousel,wind,150,66,94.5,,,4.8516,2.494
2021,2297,WCO,Carousel,wind,150,49.5,94.5,,,50.7146,2.494
2021,2298,WCO,Carousel,wind,150,49.5,94.5,,,6.7292,2.494
2021,2299,WCO,Carousel,wind,150,41.25,40.5,,,9.0403,2.494
2021,2300,WCO,Carousel,wind,150,41.25,40.5,,,-0.5093,2.494
2021,2301,WCO,Carousel,wind,150,0,40.5,,,1.4937,2.494
2021,2302,WCO,Carousel,wind,150,0,40.5,,,0.5707,2.494
2021,2303,WCO,Carousel,wind,150,0,40.5,,,1.6014,2.494
2021,2304,WCO,Carousel,wind,150,0,40.5,,,-0.1512,2.494
2021,2305,WCO,Carousel,wind,150,0,60.75,,,-8.0331,2.494
2021,2306,WCO,Carousel,wind,150,0,60.75,,,-11.2865,2.494
2021,2307,WCO,Carousel,wind,150,0,60.75,,,-24.605,2.494
2021,2308,WCO,Carousel,wind,150,0,60.75,,,-23.1527,2.494
2021,2309,WCO,Carousel,wind,150,0,60.75,,,-26.7401,2.494
2021,2310,WCO,Carousel,wind,150,0,60.75,,,-26.7604,2.494
2021,2311,WCO,Carousel,wind,150,0,74.25,,,-26.75,2.494
2021,2312,WCO,Carousel,wind,150,41.25,74.25,,,-25.4184,2.494
2021,2313,WCO,Carousel,wind,150,49.5,74.25,,,-27.6171,2.494
2021,2314,WCO,Carousel,wind,150,66,74.25,,,-27.2675,2.494
2021,2315,WCO,Carousel,wind,150,74.25,74.25,,,-25.8694,2.494
2021,2316,WCO,Carousel,wind,150,82.5,74.25,,,-4.5304,2.494
2021,2317,WCO,Carousel,wind,150,74.91,94.5,,,-16.1928,2.494
2021,2318,WCO,Carousel,wind,150,82.5,94.5,,,1.615,2.494
2021,2319,WCO,Carousel,wind,150,74.25,94.5,,,9.8083,2.494
2021,2320,WCO,Carousel,wind,150,66,94.5,,,11.9517,2.494
2021,2321,WCO,Carousel,wind,150,49.5,94.5,,,13.4629,2.494
2021,2322,WCO,Carousel,wind,150,49.5,94.5,,,13.1673,2.494
2021,2323,WCO,Carousel,wind,150,41.25,40.5,,,14.8476,2.494
2021,2324,WCO,Carousel,wind,150,41.25,40.5,,,16.0023,2.494
2021,2325,WCO,Carousel,wind,150,0,40.5,,,15.8505,2.494
2021,2326,WCO,Carousel,wind,150,0,40.5,,,15.6685,2.494
2021,2327,WCO,Carousel,wind,150,0,40.5,,,16.5135,2.494
2021,2328,WCO,Carousel,wind,150,0,40.5,,,20.7335,2.494
2021,2329,WCO,Carousel,wind,150,0,60.75,,,17.9352,2.494
2021,2330,WCO,Carousel,wind,150,0,60.75,,,13.788,2.494
2021,2331,WCO,Carousel,wind,150,0,60.75,,,13.9148,2.494
2021,2332,WCO,Carousel,wind,150,0,60.75,,,13.2913,2.494
2021,2333,WCO,Carousel,wind,150,0,60.75,,,10.1155,2.494
2021,2334,WCO,Carousel,wind,150,0,60.75,,,10.9645,2.494
2021,2335,WCO,Carousel,wind,150,0,74.25,,,9.5173,2.494
2021,2336,WCO,Carousel,wind,150,41.25,74.25,,,10.022,2.494
2021,2337,WCO,Carousel,wind,150,49.5,74.25,,,11.1569,2.494
2021,2338,WCO,Carousel,wind,150,66,74.25,,,10.458,2.494
2021,2339,WCO,Carousel,wind,150,74.25,74.25,,,9.5553,2.494
2021,2340,WCO,Carousel,wind,150,82.5,74.25,,,6.0309,2.494
2021,2341,WCO,Carousel,wind,150,74.91,94.5,,,5.3409,2.494
2021,2342,WCO,Carousel,wind,150,82.5,94.5,,,8.4064,2.494
2021,2343,WCO,Carousel,wind,150,74.25,94.5,,,14.8164,2.494
2021,2344,WCO,Carousel,wind,150,66,94.5,,,14.7897,2.494
2021,2345,WCO,Carousel,wind,150,49.5,94.5,,,4.3915,2.494
2021,2346,WCO,Carousel,wind,150,49.5,94.5,,,5.94,2.494
2021,2347,WCO,Carousel,wind,150,41.25,40.5,,,12.9035,2.494
2021,2348,WCO,Carousel,wind,150,41.25,40.5,,,37.1776,2.494
2021,2349,WCO,Carousel,wind,150,0,40.5,,,26.587,2.494
2021,2350,WCO,Carousel,wind,150,0,40.5,,,12.3526,2.494
2021,2351,WCO,Carousel,wind,150,0,40.5,,,10.2765,2.494
2021,2352,WCO,Carousel,wind,150,0,40.5,,,12.3344,2.494
2021,2353,WCO,Carousel,wind,150,0,60.75,,,9.609,2.494
2021,2354,WCO,Carousel,wind,150,0,60.75,,,7.3514,2.494
2021,2355,WCO,Carousel,wind,150,0,60.75,,,-2.0787,2.494
2021,2356,WCO,Carousel,wind,150,0,60.75,,,-7.0061,2.494
2021,2357,WCO,Carousel,wind,150,0,60.75,,,-8.2541,2.494
2021,2358,WCO,Carousel,wind,150,0,60.75,,,-11.8998,2.494
2021,2359,WCO,Carousel,wind,150,0,74.25,,,-12.6125,2.494
2021,2360,WCO,Carousel,wind,150,41.25,74.25,,,-14.2448,2.494
2021,2361,WCO,Carousel,wind,150,49.5,74.25,,,-6.5325,2.494
2021,2362,WCO,Carousel,wind,150,66,74.25,,,-6.2002,2.494
2021,2363,WCO,Carousel,wind,150,74.25,74.25,,,7.4406,2.494
2021,2364,WCO,Carousel,wind,150,82.5,74.25,,,-0.2028,2.494
2021,2365,WCO,Carousel,wind,150,74.91,94.5,,,10.8277,2.494
2021,2366,WCO,Carousel,wind,150,82.5,94.5,,,14.941,2.494
2021,2367,WCO,Carousel,wind,150,74.25,94.5,,,14.3932,2.494
2021,2368,WCO,Carousel,wind,150,66,94.5,,,12.0164,2.494
2021,2369,WCO,Carousel,wind,150,49.5,94.5,,,16.7552,2.494
2021,2370,WCO,Carousel,wind,150,49.5,94.5,,,15.3036,2.494
2021,2371,WCO,Carousel,wind,150,41.25,40.5,,,10.5456,2.494
2021,2372,WCO,Carousel,wind,150,41.25,40.5,,,6.5725,2.494
2021,2373,WCO,Carousel,wind,150,0,40.5,,,4.8931,2.494
2021,2374,WCO,Carousel,wind,150,0,40.5,,,3.1881,2.494
2021,2375,WCO,Carousel,wind,150,0,40.5,,,7.4489,2.494
2021,2376,WCO,Carousel,wind,150,0,40.5,,,8.8083,2.494
2021,2377,WCO,Carousel,wind,150,0,60.75,,,12.7588,2.494
2021,2378,WCO,Carousel,wind,150,0,60.75,,,13.4654,2.494
2021,2379,WCO,Carousel,wind,150,0,60.75,,,9.796,2.494
2021,2380,WCO,Carousel,wind,150,0,60.75,,,10.6466,2.494
2021,2381,WCO,Carousel,wind,150,0,60.75,,,-8.5334,2.494
2021,2382,WCO,Carousel,wind,150,0,60.75,,,-6.2294,2.494
2021,2383,WCO,Carousel,wind,150,0,74.25,,,-16.2534,2.494
2021,2384,WCO,Carousel,wind,150,41.25,74.25,,,6.0406,2.494
2021,2385,WCO,Carousel,wind,150,49.5,74.25,,,10.4786,2.494
2021,2386,WCO,Carousel,wind,150,66,74.25,,,11.7903,2.494
2021,2387,WCO,Carousel,wind,150,74.25,74.25,,,12.6613,2.494
2021,2388,WCO,Carousel,wind,150,82.5,74.25,,,13.8666,2.494
2021,2389,WCO,Carousel,wind,150,74.91,94.5,,,14.3899,2.494
2021,2390,WCO,Carousel,wind,150,82.5,94.5,,,15.0983,2.494
2021,2391,WCO,Carousel,wind,150,74.25,94.5,,,11.0359,2.494
2021,2392,WCO,Carousel,wind,150,66,94.5,,,12.0722,2.494
2021,2393,WCO,Carousel,wind,150,49.5,94.5,,,11.271,2.494
2021,2394,WCO,Carousel,wind,150,49.5,94.5,,,10.4977,2.494
2021,2395,WCO,Carousel,wind,150,41.25,40.5,,,7.3928,2.494
2021,2396,WCO,Carousel,wind,150,41.25,40.5,,,4.2392,2.494
2021,2397,WCO,Carousel,wind,150,0,40.5,,,5.3058,2.494
2021,2398,WCO,Carousel,wind,150,0,40.5,,,5.1869,2.494
2021,2399,WCO,Carousel,wind,150,0,40.5,,,-4.3753,2.494
2021,2400,WCO,Carousel,wind,150,0,40.5,,,-5.314,2.494
2021,2401,WCO,Carousel,wind,150,0,60.75,,,8.0365,2.494
2021,2402,WCO,Carousel,wind,150,0,60.75,,,3.0875,2.494
2021,2403,WCO,Carousel,wind,150,0,60.75,,,-7.7275,2.494
2021,2404,WCO,Carousel,wind,150,0,60.75,,,-15.3846,2.494
2021,2405,WCO,Carousel,wind,150,0,60.75,,,-19.1533,2.494
2021,2406,WCO,Carousel,wind,150,0,60.75,,,-14.5291,2.494
2021,2407,WCO,Carousel,wind,150,0,74.25,,,-16.0624,2.494
2021,2408,WCO,Carousel,wind,150,41.25,74.25,,,-14.7727,2.494
2021,2409,WCO,Carousel,wind,150,49.5,74.25,,,-13.9116,2.494
2021,2410,WCO,Carousel,wind,150,66,74.25,,,-14.5202,2.494
2021,2411,WCO,Carousel,wind,150,74.25,74.25,,,-12.5344,2.494
2021,2412,WCO,Carousel,wind,150,82.5,74.25,,,-25.0698,2.494
2021,2413,WCO,Carousel,wind,150,74.91,94.5,,,-16.4573,2.494
2021,2414,WCO,Carousel,wind,150,82.5,94.5,,,-9.2276,2.494
2021,2415,WCO,Carousel,wind,150,74.25,94.5,,,0.0003,2.494
2021,2416,WCO,Carousel,wind,150,66,94.5,,,-1.0534,2.494
2021,2417,WCO,Carousel,wind,150,49.5,94.5,,,11.1939,2.494
2021,2418,WCO,Carousel,wind,150,49.5,94.5,,,14.4058,2.494
2021,2419,WCO,Carousel,wind,150,41.25,40.5,,,13.5125,2.494
2021,2420,WCO,Carousel,wind,150,41.25,40.5,,,11.8715,2.494
2021,2421,WCO,Carousel,wind,150,0,40.5,,,3.8227,2.494
2021,2422,WCO,Carousel,wind,150,0,40.5,,,5.1969,2.494
2021,2423,WCO,Carousel,wind,150,0,40.5,,,2.5799,2.494
2021,2424,WCO,Carousel,wind,150,0,40.5,,,2.933,2.494
2021,2425,WCO,Carousel,wind,150,0,60.75,,,7.5019,2.494
2021,2426,WCO,Carousel,wind,150,0,60.75,,,8.82,2.494
2021,2427,WCO,Carousel,wind,150,0,60.75,,,0.1047,2.494
2021,2428,WCO,Carousel,wind,150,0,60.75,,,-5.135,2.494
2021,2429,WCO,Carousel,wind,150,0,60.75,,,-0.6833,2.494
2021,2430,WCO,Carousel,wind,150,0,60.75,,,-4.4625,2.494
2021,2431,WCO,Carousel,wind,150,0,74.25,,,-3.1346,2.494
2021,2432,WCO,Carousel,wind,150,41.25,74.25,,,-9.902,2.494
2021,2433,WCO,Carousel,wind,150,49.5,74.25,,,-3.4884,2.494
2021,2434,WCO,Carousel,wind,150,66,74.25,,,1.3696,2.494
2021,2435,WCO,Carousel,wind,150,74.25,74.25,,,-1.1141,2.494
2021,2436,WCO,Carousel,wind,150,82.5,74.25,,,2.7085,2.494
2021,2437,WCO,Carousel,wind,150,74.91,94.5,,,-2.0462,2.494
2021,2438,WCO,Carousel,wind,150,82.5,94.5,,,39.5972,2.494
2021,2439,WCO,Carousel,wind,150,74.25,94.5,,,18.1495,2.494
2021,2440,WCO,Carousel,wind,150,66,94.5,,,24.9199,2.494
2021,2441,WCO,Carousel,wind,150,49.5,94.5,,,4.7039,2.494
2021,2442,WCO,Carousel,wind,150,49.5,94.5,,,-12.3869,2.494
2021,2443,WCO,Carousel,wind,150,41.25,40.5,,,-15.4926,2.494
2021,2444,WCO,Carousel,wind,150,41.25,40.5,,,-20.784,2.494
2021,2445,WCO,Carousel,wind,150,0,40.5,,,-18.469,2.494
2021,2446,WCO,Carousel,wind,150,0,40.5,,,-17.8808,2.494
2021,2447,WCO,Carousel,wind,150,0,40.5,,,-17.6162,2.494
2021,2448,WCO,Carousel,wind,150,0,40.5,,,-17.8228,2.494
2021,2449,WCO,Carousel,wind,150,0,60.75,,,-18.0879,2.494
2021,2450,WCO,Carousel,wind,150,0,60.75,,,-11.6433,2.494
2021,2451,WCO,Carousel,wind,150,0,60.75,,,-15.6706,2.494
2021,2452,WCO,Carousel,wind,150,0,60.75,,,-12.9621,2.494
2021,2453,WCO,Carousel,wind,150,0,60.75,,,-12.9174,2.494
2021,2454,WCO,Carousel,wind,150,0,60.75,,,-16.7676,2.494
2021,2455,WCO,Carousel,wind,150,0,74.25,,,-17.4296,2.494
2021,2456,WCO,Carousel,wind,150,41.25,74.25,,,-21.3488,2.494
2021,2457,WCO,Carousel,wind,150,49.5,74.25,,,-14.1305,2.494
2021,2458,WCO,Carousel,wind,150,66,74.25,,,-12.3595,2.494
2021,2459,WCO,Carousel,wind,150,74.25,74.25,,,-4.5896,2.494
2021,2460,WCO,Carousel,wind,150,82.5,74.25,,,-0.0061,2.494
2021,2461,WCO,Carousel,wind,150,74.91,94.5,,,13.2304,2.494
2021,2462,WCO,Carousel,wind,150,82.5,94.5,,,14.3558,2.494
2021,2463,WCO,Carousel,wind,150,74.25,94.5,,,14.0071,2.494
2021,2464,WCO,Carousel,wind,150,66,94.5,,,14.0018,2.494
2021,2465,WCO,Carousel,wind,150,49.5,94.5,,,15.8831,2.494
2021,2466,WCO,Carousel,wind,150,49.5,94.5,,,18.0574,2.494
2021,2467,WCO,Carousel,wind,150,41.25,40.5,,,16.9062,2.494
2021,2468,WCO,Carousel,wind,150,41.25,40.5,,,13.7039,2.494
2021,2469,WCO,Carousel,wind,150,0,40.5,,,13.689,2.494
2021,2470,WCO,Carousel,wind,150,0,40.5,,,12.7497,2.494
2021,2471,WCO,Carousel,wind,150,0,40.5,,,12.4044,2.494
2021,2472,WCO,Carousel,wind,150,0,40.5,,,13.1849,2.494
2021,2473,WCO,Carousel,wind,150,0,60.75,,,13.8458,2.494
2021,2474,WCO,Carousel,wind,150,0,60.75,,,15.6214,2.494
2021,2475,WCO,Carousel,wind,150,0,60.75,,,18.4531,2.494
2021,2476,WCO,Carousel,wind,150,0,60.75,,,17.6657,2.494
2021,2477,WCO,Carousel,wind,150,0,60.75,,,15.5595,2.494
2021,2478,WCO,Carousel,wind,150,0,60.75,,,15.2602,2.494
2021,2479,WCO,Carousel,wind,150,0,74.25,,,15.4412,2.494
2021,2480,WCO,Carousel,wind,150,41.25,74.25,,,15.9045,2.494
2021,2481,WCO,Carousel,wind,150,49.5,74.25,,,15.7734,2.494
2021,2482,WCO,Carousel,wind,150,66,74.25,,,17.4934,2.494
2021,2483,WCO,Carousel,wind,150,74.25,74.25,,,18.2241,2.494
2021,2484,WCO,Carousel,wind,150,82.5,74.25,,,15.6536,2.494
2021,2485,WCO,Carousel,wind,150,74.91,94.5,,,18.5541,2.494
2021,2486,WCO,Carousel,wind,150,82.5,94.5,,,19.7667,2.494
2021,2487,WCO,Carousel,wind,150,74.25,94.5,,,17.7872,2.494
2021,2488,WCO,Carousel,wind,150,66,94.5,,,18.9172,2.494
2021,2489,WCO,Carousel,wind,150,49.5,94.5,,,22.831,2.494
2021,2490,WCO,Carousel,wind,150,49.5,94.5,,,19.9134,2.494
2021,2491,WCO,Carousel,wind,150,41.25,40.5,,,17.8337,2.494
2021,2492,WCO,Carousel,wind,150,41.25,40.5,,,16.8798,2.494
2021,2493,WCO,Carousel,wind,150,0,40.5,,,15.7207,2.494
2021,2494,WCO,Carousel,wind,150,0,40.5,,,15.3659,2.494
2021,2495,WCO,Carousel,wind,150,0,40.5,,,15.8786,2.494
2021,2496,WCO,Carousel,wind,150,0,40.5,,,13.8978,2.494
2021,2497,WCO,Carousel,wind,150,0,60.75,,,14.2451,2.494
2021,2498,WCO,Carousel,wind,150,0,60.75,,,13.036,2.494
2021,2499,WCO,Carousel,wind,150,0,60.75,,,9.5507,2.494
2021,2500,WCO,Carousel,wind,150,0,60.75,,,-9.6481,2.494
2021,2501,WCO,Carousel,wind,150,0,60.75,,,-13.1289,2.494
2021,2502,WCO,Carousel,wind,150,0,60.75,,,-3.4571,2.494
2021,2503,WCO,Carousel,wind,150,0,74.25,,,-0.0574,2.494
2021,2504,WCO,Carousel,wind,150,41.25,74.25,,,2.8815,2.494
2021,2505,WCO,Carousel,wind,150,49.5,74.25,,,4.8299,2.494
2021,2506,WCO,Carousel,wind,150,66,74.25,,,10.8245,2.494
2021,2507,WCO,Carousel,wind,150,74.25,74.25,,,9.4592,2.494
2021,2508,WCO,Carousel,wind,150,82.5,74.25,,,16.2279,2.494
2021,2509,WCO,Carousel,wind,150,74.91,94.5,,,16.4695,2.494
2021,2510,WCO,Carousel,wind,150,82.5,94.5,,,17.1611,2.494
2021,2511,WCO,Carousel,wind,150,74.25,94.5,,,16.4855,2.494
2021,2512,WCO,Carousel,wind,150,66,94.5,,,15.0409,2.494
2021,2513,WCO,Carousel,wind,150,49.5,94.5,,,15.1225,2.494
2021,2514,WCO,Carousel,wind,150,49.5,94.5,,,14.3279,2.494
2021,2515,WCO,Carousel,wind,150,41.25,40.5,,,13.7745,2.494
2021,2516,WCO,Carousel,wind,150,41.25,40.5,,,12.8418,2.494
2021,2517,WCO,Carousel,wind,150,0,40.5,,,12.9223,2.494
2021,2518,WCO,Carousel,wind,150,0,40.5,,,12.8592,2.494
2021,2519,WCO,Carousel,wind,150,0,40.5,,,11.9321,2.494
2021,2520,WCO,Carousel,wind,150,0,40.5,,,11.3765,2.494
2021,2521,WCO,Carousel,wind,150,0,60.75,,,12.2723,2.494
2021,2522,WCO,Carousel,wind,150,0,60.75,,,15.6408,2.494
2021,2523,WCO,Carousel,wind,150,0,60.75,,,1.5906,2.494
2021,2524,WCO,Carousel,wind,150,0,60.75,,,-9.9892,2.494
2021,2525,WCO,Carousel,wind,150,0,60.75,,,-5.5675,2.494
2021,2526,WCO,Carousel,wind,150,0,60.75,,,3.0666,2.494
2021,2527,WCO,Carousel,wind,150,0,74.25,,,1.2604,2.494
2021,2528,WCO,Carousel,wind,150,41.25,74.25,,,-2.8213,2.494
2021,2529,WCO,Carousel,wind,150,49.5,74.25,,,-0.8285,2.494
2021,2530,WCO,Carousel,wind,150,66,74.25,,,2.9478,2.494
2021,2531,WCO,Carousel,wind,150,74.25,74.25,,,5.5332,2.494
2021,2532,WCO,Carousel,wind,150,82.5,74.25,,,6.7174,2.494
2021,2533,WCO,Carousel,wind,150,74.91,94.5,,,3.5535,2.494
2021,2534,WCO,Carousel,wind,150,82.5,94.5,,,15.1868,2.494
2021,2535,WCO,Carousel,wind,150,74.25,94.5,,,5.3364,2.494
2021,2536,WCO,Carousel,wind,150,66,94.5,,,9.4825,2.494
2021,2537,WCO,Carousel,wind,150,49.5,94.5,,,6.6198,2.494
2021,2538,WCO,Carousel,wind,150,49.5,94.5,,,8.5003,2.494
2021,2539,WCO,Carousel,wind,150,41.25,40.5,,,3.5858,2.494
2021,2540,WCO,Carousel,wind,150,41.25,40.5,,,7.5462,2.494
2021,2541,WCO,Carousel,wind,150,0,40.5,,,2.9333,2.494
2021,2542,WCO,Carousel,wind,150,0,40.5,,,2.4208,2.494
2021,2543,WCO,Carousel,wind,150,0,40.5,,,-3.5434,2.494
2021,2544,WCO,Carousel,wind,150,0,40.5,,,-10.5909,2.494
2021,2545,WCO,Carousel,wind,150,0,60.75,,,-1.1413,2.494
2021,2546,WCO,Carousel,wind,150,0,60.75,,,4.3886,2.494
2021,2547,WCO,Carousel,wind,150,0,60.75,,,3.0512,2.494
2021,2548,WCO,Carousel,wind,150,0,60.75,,,1.4833,2.494
2021,2549,WCO,Carousel,wind,150,0,60.75,,,-9.7042,2.494
2021,2550,WCO,Carousel,wind,150,0,60.75,,,-16.7765,2.494
2021,2551,WCO,Carousel,wind,150,0,74.25,,,-17.9383,2.494
2021,2552,WCO,Carousel,wind,150,41.25,74.25,,,-11.9888,2.494
2021,2553,WCO,Carousel,wind,150,49.5,74.25,,,-14.813,2.494
2021,2554,WCO,Carousel,wind,150,66,74.25,,,-15.9411,2.494
2021,2555,WCO,Carousel,wind,150,74.25,74.25,,,-8.6302,2.494
2021,2556,WCO,Carousel,wind,150,82.5,74.25,,,-15.8852,2.494
2021,2557,WCO,Carousel,wind,150,74.91,94.5,,,-2.5218,2.494
2021,2558,WCO,Carousel,wind,150,82.5,94.5,,,-3.2325,2.494
2021,2559,WCO,Carousel,wind,150,74.25,94.5,,,1.6382,2.494
2021,2560,WCO,Carousel,wind,150,66,94.5,,,7.9214,2.494
2021,2561,WCO,Carousel,wind,150,49.5,94.5,,,13.0802,2.494
2021,2562,WCO,Carousel,wind,150,49.5,94.5,,,15.7015,2.494
2021,2563,WCO,Carousel,wind,150,41.25,40.5,,,18.2383,2.494
2021,2564,WCO,Carousel,wind,150,41.25,40.5,,,49.818,2.494
2021,2565,WCO,Carousel,wind,150,0,40.5,,,15.7499,2.494
2021,2566,WCO,Carousel,wind,150,0,40.5,,,22.7275,2.494
2021,2567,WCO,Carousel,wind,150,0,40.5,,,26.6612,2.494
2021,2568,WCO,Carousel,wind,150,0,40.5,,,29.5455,2.494
2021,2569,WCO,Carousel,wind,150,0,60.75,,,22.002,2.494
2021,2570,WCO,Carousel,wind,150,0,60.75,,,20.3544,2.494
2021,2571,WCO,Carousel,wind,150,0,60.75,,,10.2293,2.494
2021,2572,WCO,Carousel,wind,150,0,60.75,,,4.9788,2.494
2021,2573,WCO,Carousel,wind,150,0,60.75,,,0.7983,2.494
2021,2574,WCO,Carousel,wind,150,0,60.75,,,20.2208,2.494
2021,2575,WCO,Carousel,wind,150,0,74.25,,,-2.2336,2.494
2021,2576,WCO,Carousel,wind,150,41.25,74.25,,,0.6261,2.494
2021,2577,WCO,Carousel,wind,150,49.5,74.25,,,-0.1783,2.494
2021,2578,WCO,Carousel,wind,150,66,74.25,,,9.0416,2.494
2021,2579,WCO,Carousel,wind,150,74.25,74.25,,,9.5705,2.494
2021,2580,WCO,Carousel,wind,150,82.5,74.25,,,5.5601,2.494
2021,2581,WCO,Carousel,wind,150,74.91,94.5,,,0.9342,2.494
2021,2582,WCO,Carousel,wind,150,82.5,94.5,,,45.6103,2.494
2021,2583,WCO,Carousel,wind,150,74.25,94.5,,,17.9024,2.494
2021,2584,WCO,Carousel,wind,150,66,94.5,,,2.6108,2.494
2021,2585,WCO,Carousel,wind,150,49.5,94.5,,,5.3492,2.494
2021,2586,WCO,Carousel,wind,150,49.5,94.5,,,-4.6963,2.494
2021,2587,WCO,Carousel,wind,150,41.25,40.5,,,-13.5389,2.494
2021,2588,WCO,Carousel,wind,150,41.25,40.5,,,-8.3337,2.494
2021,2589,WCO,Carousel,wind,150,0,40.5,,,-8.5526,2.494
2021,2590,WCO,Carousel,wind,150,0,40.5,,,-3.248,2.494
2021,2591,WCO,Carousel,wind,150,0,40.5,,,-3.0137,2.494
2021,2592,WCO,Carousel,wind,150,0,40.5,,,4.4827,2.494
2021,2593,WCO,Carousel,wind,150,0,60.75,,,8.0822,2.494
2021,2594,WCO,Carousel,wind,150,0,60.75,,,10.0063,2.494
2021,2595,WCO,Carousel,wind,150,0,60.75,,,-0.7078,2.494
2021,2596,WCO,Carousel,wind,150,0,60.75,,,3.1463,2.494
2021,2597,WCO,Carousel,wind,150,0,60.75,,,3.0417,2.494
2021,2598,WCO,Carousel,wind,150,0,60.75,,,11.0379,2.494
2021,2599,WCO,Carousel,wind,150,0,74.25,,,38.6939,2.494
2021,2600,WCO,Carousel,wind,150,41.25,74.25,,,13.1791,2.494
2021,2601,WCO,Carousel,wind,150,49.5,74.25,,,16.4136,2.494
2021,2602,WCO,Carousel,wind,150,66,74.25,,,16.0883,2.494
2021,2603,WCO,Carousel,wind,150,74.25,74.25,,,15.5178,2.494
2021,2604,WCO,Carousel,wind,150,82.5,74.25,,,9.9798,2.494
2021,2605,WCO,Carousel,wind,150,74.91,94.5,,,12.4385,2.494
2021,2606,WCO,Carousel,wind,150,82.5,94.5,,,18.1243,2.494
2021,2607,WCO,Carousel,wind,150,74.25,94.5,,,15.6948,2.494
2021,2608,WCO,Carousel,wind,150,66,94.5,,,18.9553,2.494
2021,2609,WCO,Carousel,wind,150,49.5,94.5,,,14.6172,2.494
2021,2610,WCO,Carousel,wind,150,49.5,94.5,,,14.5036,2.494
2021,2611,WCO,Carousel,wind,150,41.25,40.5,,,17.3621,2.494
2021,2612,WCO,Carousel,wind,150,41.25,40.5,,,17.7838,2.494
2021,2613,WCO,Carousel,wind,150,0,40.5,,,16.1627,2.494
2021,2614,WCO,Carousel,wind,150,0,40.5,,,19.3504,2.494
2021,2615,WCO,Carousel,wind,150,0,40.5,,,19.4939,2.494
2021,2616,WCO,Carousel,wind,150,0,40.5,,,17.0537,2.494
2021,2617,WCO,Carousel,wind,150,0,60.75,,,18.4417,2.494
2021,2618,WCO,Carousel,wind,150,0,60.75,,,16.4913,2.494
2021,2619,WCO,Carousel,wind,150,0,60.75,,,15.504,2.494
2021,2620,WCO,Carousel,wind,150,0,60.75,,,18.109,2.494
2021,2621,WCO,Carousel,wind,150,0,60.75,,,15.5153,2.494
2021,2622,WCO,Carousel,wind,150,0,60.75,,,13.666,2.494
2021,2623,WCO,Carousel,wind,150,0,74.25,,,13.4886,2.494
2021,2624,WCO,Carousel,wind,150,41.25,74.25,,,14.4802,2.494
2021,2625,WCO,Carousel,wind,150,49.5,74.25,,,14.2852,2.494
2021,2626,WCO,Carousel,wind,150,66,74.25,,,14.8649,2.494
2021,2627,WCO,Carousel,wind,150,74.25,74.25,,,14.4676,2.494
2021,2628,WCO,Carousel,wind,150,82.5,74.25,,,13.5052,2.494
2021,2629,WCO,Carousel,wind,150,74.91,94.5,,,15.8302,2.494
2021,2630,WCO,Carousel,wind,150,82.5,94.5,,,207.0137,2.494
2021,2631,WCO,Carousel,wind,150,74.25,94.5,,,152.8025,2.494
2021,2632,WCO,Carousel,wind,150,66,94.5,,,13.8719,2.494
2021,2633,WCO,Carousel,wind,150,49.5,94.5,,,14.3937,2.494
2021,2634,WCO,Carousel,wind,150,49.5,94.5,,,14.0147,2.494
2021,2635,WCO,Carousel,wind,150,41.25,40.5,,,19.5548,2.494
2021,2636,WCO,Carousel,wind,150,41.25,40.5,,,49.436,2.494
2021,2637,WCO,Carousel,wind,150,0,40.5,,,14.1599,2.494
2021,2638,WCO,Carousel,wind,150,0,40.5,,,21.8283,2.494
2021,2639,WCO,Carousel,wind,150,0,40.5,,,22.0846,2.494
2021,2640,WCO,Carousel,wind,150,0,40.5,,,31.0188,2.494
2021,2641,WCO,Carousel,wind,150,0,60.75,,,20.3235,2.494
2021,2642,WCO,Carousel,wind,150,0,60.75,,,17.4269,2.494
2021,2643,WCO,Carousel,wind,150,0,60.75,,,16.3505,2.494
2021,2644,WCO,Carousel,wind,150,0,60.75,,,14.1375,2.494
2021,2645,WCO,Carousel,wind,150,0,60.75,,,13.5752,2.494
2021,2646,WCO,Carousel,wind,150,0,60.75,,,14.6587,2.494
2021,2647,WCO,Carousel,wind,150,0,74.25,,,14.4869,2.494
2021,2648,WCO,Carousel,wind,150,41.25,74.25,,,13.8733,2.494
2021,2649,WCO,Carousel,wind,150,49.5,74.25,,,13.3081,2.494
2021,2650,WCO,Carousel,wind,150,66,74.25,,,13.3308,2.494
2021,2651,WCO,Carousel,wind,150,74.25,74.25,,,14.3559,2.494
2021,2652,WCO,Carousel,wind,150,82.5,74.25,,,13.57,2.494
2021,2653,WCO,Carousel,wind,150,74.91,94.5,,,14.5205,2.494
2021,2654,WCO,Carousel,wind,150,82.5,94.5,,,17.6134,2.494
2021,2655,WCO,Carousel,wind,150,74.25,94.5,,,39.3556,2.494
2021,2656,WCO,Carousel,wind,150,66,94.5,,,16.1471,2.494
2021,2657,WCO,Carousel,wind,150,49.5,94.5,,,16.3467,2.494
